[2024-06-25T15:14:38.066] [INFO] Info - {"From":"APP","Date":"2024-06-25T09:44:38.065Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"66793a7d23e5990f2491ff16"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T15:56:25.299] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:26:25.298Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"66793a7d23e5990f2491ff16"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T15:57:37.589] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:27:37.589Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T16:03:56.651] [INFO] Info - {"From":"APP","Date":"2024-06-25T10:33:56.651Z","Ip":"::1","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:45:19.400] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:15:19.400Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:45:19.459] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:15:19.459Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InvoiceManagement/CompleteInvoiceList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":"","StatusType":""},"InvoiceType":"Disputed","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:50:43.764] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:20:43.764Z","Ip":"::ffff:172.16.1.91","Request_Url":"/PaymentManagement/CompletePaymentList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","CustomDateRange":{"From":"","To":""},"DateRange":"","SearchKey":"","Seller":""},"PaymentType":"","PageNumber":1},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:50:55.518] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:20:55.518Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:50:55.740] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:20:55.740Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:14.327] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:14.327Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/VerifyCustomer_Mobile","Request_Body":{"Mobile":7376634306,"CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:14.662] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:14.662Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/MyBusinessListMobile?Customer=667a582d0fab2d7b7da2955a&CustomerCategory=Buyer","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:21.428] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:21.427Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/BuyerSendInvite","Request_Body":{"InviteCategory":"Seller","Buyer":"667a590f0fab2d7b7da2955e","InviteType":"Existing","Mobile":7376634306,"BuyerCreditLimit":558,"BuyerPaymentCycle":2,"BuyerPaymentType":"Cheque","Business":"Empty","ContactName":"siva","Seller":"667a582d0fab2d7b7da2955a","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:21.484] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:21.484Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/ConnectedCustomerWithAdvancedFilter","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","Seller":""}},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:21.487] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:21.487Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:22.939] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:22.939Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/ConnectedCustomerWithAdvancedFilter","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","FilterQuery":{"Business":"","Buyer":"","BuyerBusiness":"","Seller":""}},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:22.944] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:22.944Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:24.069] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:24.069Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","Invite_Status":"Accept"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:24.686] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:24.686Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a590f0fab2d7b7da2955e","CustomerCategory":"Buyer","Invite_Status":"Pending"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:27.599] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:27.598Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"9074662332"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:27.959] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:27.959Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:31.215] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:31.215Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:33.016] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:33.016Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:33.647] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:33.647Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:34.331] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:34.331Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"7376634306","OTP":"755540","Device_Id":"","Device_Type":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:39.048] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:39.048Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:39.055] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:39.055Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:39.052] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:39.052Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:39.067] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:39.067Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:39.110] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:39.110Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:39.199] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:39.199Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:41.239] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:41.239Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:51:41.248] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:21:41.248Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:52:56.526] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:22:56.526Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:52:56.530] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:22:56.529Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:52:56.531] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:22:56.531Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerInvite_StatusUpdate","Request_Body":{"InviteId":"667ab6412aeb401a5c0027d6","Invite_Status":"Accept","CustomerId":"667a582d0fab2d7b7da2955a","Business":null,"BuyerCreditLimit":558,"BuyerPaymentCycle":"2","BuyerPaymentType":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T17:52:57.869] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:22:57.869Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:00:36.777] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:30:36.776Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:00:36.787] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:30:36.787Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:00:36.791] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:30:36.791Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerInvite_StatusUpdate","Request_Body":{"InviteId":"667ab6412aeb401a5c0027d6","Invite_Status":"Accept","CustomerId":"667a582d0fab2d7b7da2955a","Business":"Empty","BuyerCreditLimit":558,"BuyerPaymentCycle":"2","BuyerPaymentType":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:00:39.307] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:30:39.307Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:07:43.172] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:37:43.172Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:07:43.181] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:37:43.181Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:07:43.186] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:37:43.186Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerInvite_StatusUpdate","Request_Body":{"InviteId":"667ab6412aeb401a5c0027d6","Invite_Status":"Reject","CustomerId":"667a582d0fab2d7b7da2955a","Business":"Empty","BuyerCreditLimit":558,"BuyerPaymentCycle":2,"BuyerPaymentType":"Cheque"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:07:45.103] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:37:45.103Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:07:53.131] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:37:53.131Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:07:58.334] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:37:58.334Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:07:58.471] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:37:58.471Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:08:02.032] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:38:02.032Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:08:02.157] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:38:02.157Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:09:36.196] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:39:36.196Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:09:46.139] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:39:46.139Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:09:46.142] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:39:46.142Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:09:48.423] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:39:48.423Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:09:48.556] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:39:48.556Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:11:32.547] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:41:32.547Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:11:50.060] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:41:50.059Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:11:50.138] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:41:50.138Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:11:52.757] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:41:52.757Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/Invite_BusinessDetailsList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:11:52.904] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:41:52.904Z","Ip":"::ffff:172.16.1.91","Request_Url":"/InviteManagements/SellerAndBuyerInviteList","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller","Invite_Status":"Pending_Approval"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:18:49.898] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:48:49.898Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:20:19.287] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:50:19.287Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:20:25.472] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:50:25.471Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/CustomerDetails","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-25T18:20:25.547] [INFO] Info - {"From":"APP","Date":"2024-06-25T12:50:25.547Z","Ip":"::ffff:172.16.1.91","Request_Url":"/HundiScoreManagement/CustomerDashBoard","Request_Body":{"CustomerId":"667a582d0fab2d7b7da2955a","CustomerCategory":"Seller"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
